Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,4,0,inf,99,27,30,0
1,3,1,3.0,75,29,29,0
2,4,0,inf,99,37,38,0
3,3,1,3.0,75,45,51,0
4,5,0,inf,124,38,41,0
5,3,0,inf,74,29,30,0
6,2,0,inf,49,22,28,0
7,6,0,inf,149,34,39,0
8,5,0,inf,124,33,40,0
9,5,1,5.0,125,40,42,0
10,4,1,4.0,100,39,46,0
11,3,1,3.0,75,15,18,0
12,1,2,0.5,26,29,37,0
13,5,0,inf,124,33,37,0
14,3,1,3.0,75,19,23,0
15,5,1,5.0,125,43,47,0
16,3,0,inf,74,24,31,0
17,4,0,inf,99,26,29,0
18,3,1,3.0,75,17,20,0
19,3,1,3.0,75,37,41,0
20,6,0,inf,149,37,40,0
21,5,0,inf,124,36,41,0
22,1,0,inf,24,8,14,0
23,6,0,inf,149,66,73,0
24,3,1,3.0,75,29,33,0
25,2,1,2.0,50,23,27,0
26,9,1,9.0,225,74,75,0
27,4,0,inf,99,28,30,0
28,2,2,1.0,51,23,29,0
29,2,0,inf,49,17,24,0
30,3,0,inf,74,12,19,0
31,4,0,inf,99,55,61,0
32,5,0,inf,124,31,38,0
33,3,0,inf,74,31,35,0
34,4,1,4.0,100,75,79,0
35,5,0,inf,124,47,55,0
36,2,1,2.0,50,15,19,0
37,3,0,inf,74,24,28,0
38,2,1,2.0,50,38,42,0
39,6,0,inf,149,38,40,0
40,4,0,inf,99,45,51,0
41,2,1,2.0,50,18,24,0
42,4,0,inf,99,34,39,0
43,7,0,inf,174,65,68,0
44,2,0,inf,49,11,14,0
45,1,0,inf,24,8,13,0
46,4,0,inf,99,20,26,0
47,3,0,inf,74,16,23,0
48,5,0,inf,124,45,49,0
49,4,0,inf,99,32,35,0
50,3,0,inf,74,17,18,0
51,2,0,inf,49,20,23,0
52,2,0,inf,49,24,30,0
53,6,1,6.0,150,56,61,0
54,8,1,8.0,200,59,62,0
55,1,1,1.0,25,6,15,0
56,4,0,inf,99,17,19,0
57,2,0,inf,49,23,24,0
58,3,0,inf,74,18,24,0
59,4,0,inf,99,35,41,0
60,2,3,0.6666666666666666,52,48,66,0
61,3,0,inf,74,26,32,0
62,4,0,inf,99,32,39,0
63,4,0,inf,99,26,29,0
64,6,0,inf,149,43,48,0
65,2,0,inf,49,18,23,0
66,5,0,inf,124,38,42,0
67,3,0,inf,74,38,44,0
68,3,0,inf,74,28,34,0
69,2,0,inf,49,31,36,0
70,6,0,inf,149,63,69,0
71,1,0,inf,24,5,10,0
72,3,0,inf,74,20,28,0
73,3,0,inf,74,19,20,0
74,3,1,3.0,75,41,45,0
75,3,1,3.0,75,26,31,0
76,3,1,3.0,75,40,46,0
77,3,1,3.0,75,45,51,0
78,3,0,inf,74,14,17,0
79,3,0,inf,74,24,39,0
80,4,1,4.0,100,42,46,0
81,4,0,inf,99,39,40,0
82,5,0,inf,124,37,43,0
83,4,1,4.0,100,34,35,0
84,3,1,3.0,75,32,39,0
85,3,0,inf,74,76,79,0
86,4,0,inf,99,36,39,0
87,4,0,inf,99,46,49,0
88,3,0,inf,74,27,35,0
89,6,0,inf,149,49,54,0
90,3,0,inf,74,39,40,0
91,3,1,3.0,75,26,34,0
92,1,0,inf,24,20,21,0
93,6,0,inf,149,46,52,0
94,3,0,inf,74,55,55,0
95,3,0,inf,74,29,33,0
96,3,0,inf,74,26,32,0
97,2,0,inf,49,14,16,0
98,4,0,inf,99,25,26,0
99,5,1,5.0,125,28,36,0
