Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,3,2,1.5,10,14,32,0
1,4,3,1.3333333333333333,14,18,55,0
2,4,2,2.0,13,17,30,0
3,6,9,0.6666666666666666,26,29,121,0
4,10,4,2.5,33,36,129,0
5,6,2,3.0,19,23,61,0
6,6,2,3.0,19,23,61,0
7,3,2,1.5,10,14,34,0
8,3,6,0.5,14,18,61,0
9,4,3,1.3333333333333333,14,18,47,0
10,2,9,0.2222222222222222,14,18,89,0
11,7,2,3.5,22,26,108,0
12,9,10,0.9,36,40,124,0
13,5,2,2.5,16,20,53,0
14,4,2,2.0,13,17,66,0
15,8,3,2.6666666666666665,26,30,82,0
16,8,4,2.0,27,31,128,0
17,5,3,1.6666666666666667,17,21,85,0
18,7,6,1.1666666666666667,26,30,78,0
19,7,2,3.5,22,26,66,0
20,6,3,2.0,20,24,51,0
21,8,6,1.3333333333333333,29,33,96,0
22,11,9,1.2222222222222223,41,45,126,0
23,3,9,0.3333333333333333,17,21,93,0
24,3,2,1.5,10,14,45,0
25,4,2,2.0,13,17,48,0
26,6,1,6.0,18,22,85,0
27,4,0,inf,11,15,26,0
28,8,5,1.6,28,32,117,0
29,7,1,7.0,21,25,65,0
30,7,1,7.0,21,25,91,0
31,9,9,1.0,35,39,204,0
32,7,5,1.4,25,29,94,0
33,4,4,1.0,15,19,59,0
34,7,4,1.75,24,28,91,0
35,3,2,1.5,10,14,32,0
36,1,9,0.1111111111111111,11,15,73,0
37,5,4,1.25,18,22,67,0
38,6,4,1.5,21,25,125,0
39,4,2,2.0,13,17,50,0
40,9,3,3.0,29,33,111,0
41,5,2,2.5,16,20,66,0
42,6,3,2.0,20,24,86,0
43,8,4,2.0,27,28,116,0
44,7,2,3.5,22,24,60,0
45,5,2,2.5,16,20,70,0
46,9,6,1.5,32,36,121,0
47,7,1,7.0,21,25,61,0
48,9,1,9.0,27,31,105,0
49,6,3,2.0,20,24,99,0
50,2,2,1.0,8,11,113,1
51,4,3,1.3333333333333333,14,18,33,0
52,2,1,2.0,6,10,18,0
53,7,3,2.3333333333333335,23,26,89,0
54,4,2,2.0,13,16,45,0
55,5,4,1.25,18,22,68,0
56,0,0,0.0,0,3,101,1
57,5,2,2.5,16,20,56,0
58,7,6,1.1666666666666667,26,30,97,0
59,7,10,0.7,30,34,98,0
60,5,0,inf,14,18,44,0
61,8,0,inf,23,27,58,0
62,4,2,2.0,13,14,40,0
63,2,4,0.5,9,13,49,0
64,2,8,0.25,13,17,67,0
65,4,3,1.3333333333333333,14,18,49,0
66,6,2,3.0,19,23,80,0
67,4,1,4.0,12,16,51,0
68,7,1,7.0,21,25,48,0
69,8,1,8.0,24,26,71,0
70,5,1,5.0,15,15,28,0
71,0,0,0.0,0,3,101,1
72,6,4,1.5,21,25,80,0
73,12,5,2.4,40,44,105,0
74,7,6,1.1666666666666667,26,30,134,0
75,11,4,2.75,36,40,156,0
76,7,1,7.0,21,25,101,0
77,8,1,8.0,24,28,66,0
78,6,1,6.0,18,22,68,0
79,6,8,0.75,25,29,135,0
80,9,3,3.0,29,33,131,0
81,3,3,1.0,11,15,60,0
82,9,7,1.2857142857142858,33,37,138,0
83,10,7,1.4285714285714286,36,40,178,0
84,4,1,4.0,12,16,42,0
85,7,5,1.4,25,29,61,0
86,5,5,1.0,19,23,55,0
87,5,4,1.25,18,22,123,0
88,10,7,1.4285714285714286,36,38,164,0
89,7,7,1.0,27,28,114,0
90,11,3,3.6666666666666665,35,37,85,0
91,4,3,1.3333333333333333,14,18,45,0
92,11,3,3.6666666666666665,35,37,81,0
93,7,4,1.75,24,26,75,0
94,5,2,2.5,16,20,64,0
95,5,2,2.5,16,20,61,0
96,6,5,1.2,22,26,79,0
97,3,0,inf,8,12,27,0
98,7,3,2.3333333333333335,23,27,57,0
99,5,3,1.6666666666666667,17,21,37,0
