Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,9,2,4.5,91,72,86,0
1,4,2,2.0,41,41,51,0
2,4,0,inf,39,30,35,0
3,4,1,4.0,40,40,54,0
4,4,0,inf,39,42,45,0
5,4,0,inf,39,35,39,0
6,7,2,3.5,71,65,82,0
7,2,0,inf,19,17,21,0
8,3,0,inf,29,19,19,0
9,4,1,4.0,40,34,41,0
