Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,7,3,2.3333333333333335,72,13,56,0
1,3,2,1.5,31,8,44,0
2,1,0,inf,9,4,16,0
3,4,1,4.0,40,8,32,0
4,8,4,2.0,83,15,67,0
5,1,0,inf,9,4,17,0
6,4,3,1.3333333333333333,42,10,52,0
7,1,0,inf,9,4,16,0
8,2,0,inf,19,5,15,0
9,6,5,1.2,64,14,66,0
