Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,17,0,inf,169,20,116,0
1,14,1,14.0,140,18,107,0
2,3,0,inf,29,5,28,0
3,13,2,6.5,131,18,115,0
4,13,4,3.25,133,20,106,0
5,9,1,9.0,90,13,77,0
6,2,0,inf,19,5,19,0
7,15,0,inf,149,18,128,0
8,7,0,inf,69,10,36,0
9,13,1,13.0,130,16,77,0
