Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,4,2,2.0,41,45,62,0
1,8,1,8.0,80,46,52,0
2,2,1,2.0,20,19,25,0
3,4,0,inf,39,43,49,0
4,2,0,inf,19,11,13,0
5,4,0,inf,39,33,34,0
6,4,0,inf,39,38,59,0
7,4,2,2.0,41,45,60,0
8,4,0,inf,39,30,35,0
9,5,3,1.6666666666666667,52,37,38,0
