Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,13,0,inf,129,16,100,0
1,11,0,inf,109,14,90,0
2,11,0,inf,109,13,78,0
3,18,1,18.0,180,22,181,0
4,17,1,17.0,170,21,148,0
5,19,0,inf,189,22,161,0
6,14,1,14.0,140,18,119,0
7,4,0,inf,39,7,24,0
8,5,1,5.0,50,9,35,0
9,2,0,inf,19,4,20,0
