Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,0,1,0.0,0,4,104,0
1,21,4,5.25,192,7,398,0
2,11,3,3.6666666666666665,101,6,124,0
3,10,3,3.3333333333333335,92,6,153,0
4,7,2,3.5,64,5,172,0
5,21,6,3.5,194,9,342,0
6,3,1,3.0,27,4,29,0
7,4,6,0.6666666666666666,41,9,98,0
8,5,0,inf,44,3,141,0
9,1,0,inf,8,3,103,0
10,11,5,2.2,103,8,117,0
11,15,8,1.875,142,11,213,0
12,5,0,inf,44,3,133,0
13,11,3,3.6666666666666665,101,6,175,0
14,4,3,1.3333333333333333,38,6,173,0
15,1,0,inf,8,3,106,0
16,2,2,1.0,19,5,137,0
17,8,16,0.5,87,19,321,0
18,5,4,1.25,48,7,134,0
19,7,1,7.0,63,4,171,0
20,6,3,2.0,56,6,201,0
21,6,6,1.0,59,9,221,0
22,1,2,0.5,10,5,48,0
23,32,3,10.666666666666666,290,6,270,0
24,6,2,3.0,55,5,87,0
25,1,4,0.25,12,7,85,0
26,14,4,3.5,129,7,291,0
27,3,2,1.5,28,5,61,0
28,2,1,2.0,18,4,119,0
29,2,1,2.0,18,4,41,0
30,4,2,2.0,37,5,64,0
31,4,5,0.8,40,8,79,0
32,0,3,0.0,2,6,16,0
33,0,0,0.0,-1,3,101,0
34,3,2,1.5,28,5,167,0
35,1,2,0.5,10,5,133,0
36,13,6,2.1666666666666665,122,9,199,0
37,3,9,0.3333333333333333,35,12,218,0
38,14,0,inf,125,3,235,0
39,3,3,1.0,29,6,183,0
40,6,7,0.8571428571428571,60,10,218,0
41,29,3,9.666666666666666,263,6,442,0
42,10,2,5.0,91,5,83,0
43,2,0,inf,17,3,27,0
44,6,6,1.0,59,9,104,0
45,12,1,12.0,108,4,217,0
46,1,0,inf,8,3,108,0
47,1,2,0.5,10,5,22,0
48,5,2,2.5,46,5,78,0
49,4,5,0.8,40,8,64,0
50,16,8,2.0,151,11,266,0
51,12,1,12.0,108,4,218,0
52,6,6,1.0,59,9,134,0
53,1,3,0.3333333333333333,11,6,50,0
54,4,2,2.0,37,5,154,0
55,3,5,0.6,31,8,192,0
56,7,1,7.0,63,4,168,0
57,3,9,0.3333333333333333,35,12,93,0
58,1,6,0.16666666666666666,14,9,67,0
59,9,3,3.0,83,6,198,0
60,2,4,0.5,21,7,63,0
61,11,2,5.5,100,5,131,0
62,4,0,inf,35,3,132,0
63,10,2,5.0,91,5,204,0
64,0,0,0.0,-1,3,101,0
65,13,16,0.8125,132,19,283,0
66,0,1,0.0,0,4,105,0
67,4,2,2.0,37,5,139,0
68,3,2,1.5,28,5,53,0
69,1,7,0.14285714285714285,15,10,146,0
70,5,4,1.25,48,7,167,0
71,2,3,0.6666666666666666,20,6,83,0
72,6,6,1.0,59,9,103,0
73,13,4,3.25,120,7,148,0
74,11,9,1.2222222222222223,107,12,205,0
75,26,4,6.5,237,7,300,0
76,1,8,0.125,16,11,189,0
77,9,7,1.2857142857142858,87,10,205,0
78,13,8,1.625,124,11,174,0
79,8,2,4.0,73,5,176,0
80,1,0,inf,8,3,106,0
81,6,7,0.8571428571428571,60,10,163,0
82,2,2,1.0,19,5,136,0
83,8,6,1.3333333333333333,77,9,97,0
84,7,1,7.0,63,4,180,0
85,11,14,0.7857142857142857,112,17,256,0
86,14,3,4.666666666666667,128,6,280,0
87,0,1,0.0,0,4,106,0
88,2,0,inf,17,3,134,0
89,5,4,1.25,48,7,129,0
90,6,3,2.0,56,6,74,0
91,9,5,1.8,85,8,194,0
92,1,2,0.5,10,5,114,0
93,9,4,2.25,84,7,226,0
94,12,4,3.0,111,7,171,0
95,8,5,1.6,76,8,161,0
96,2,2,1.0,19,5,131,0
97,1,6,0.16666666666666666,14,9,64,0
98,3,6,0.5,32,9,77,0
99,8,7,1.1428571428571428,78,10,128,0
100,7,10,0.7,72,13,253,0
101,14,9,1.5555555555555556,134,12,254,0
102,1,1,1.0,9,4,120,0
103,12,2,6.0,109,5,237,0
104,9,3,3.0,83,6,263,0
105,6,3,2.0,56,6,63,0
106,1,0,inf,8,3,107,0
107,3,0,inf,26,3,25,0
108,5,0,inf,44,3,46,0
109,3,2,1.5,28,5,133,0
110,21,3,7.0,191,6,194,0
111,3,2,1.5,28,5,92,0
112,4,0,inf,35,3,32,0
113,4,2,2.0,37,5,169,0
114,6,2,3.0,55,5,46,0
115,21,1,21.0,189,4,133,0
116,22,3,7.333333333333333,200,6,327,0
117,3,4,0.75,30,7,160,0
118,19,6,3.1666666666666665,176,9,208,0
119,26,7,3.7142857142857144,240,10,287,0
120,2,7,0.2857142857142857,24,10,113,0
121,38,12,3.1666666666666665,353,15,536,0
122,11,4,2.75,102,7,134,0
123,4,0,inf,35,3,129,0
124,4,0,inf,35,3,130,0
125,4,5,0.8,40,8,180,0
126,5,4,1.25,48,7,223,0
127,7,3,2.3333333333333335,65,6,179,0
128,3,1,3.0,27,4,48,0
129,0,0,0.0,-1,3,101,0
130,1,2,0.5,10,5,125,0
131,3,2,1.5,28,5,133,0
132,3,9,0.3333333333333333,35,12,118,0
133,3,2,1.5,28,5,82,0
134,3,5,0.6,31,8,109,0
135,6,6,1.0,59,9,123,0
136,0,1,0.0,0,4,104,0
137,12,4,3.0,111,7,171,0
138,5,5,1.0,49,8,165,0
