Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,3,2,1.5,31,5,39,0
1,7,3,2.3333333333333335,72,6,75,0
2,7,4,1.75,73,7,107,0
3,18,7,2.5714285714285716,186,10,287,0
4,8,4,2.0,83,7,94,0
5,1,0,inf,9,3,113,0
6,5,2,2.5,51,5,61,0
7,8,9,0.8888888888888888,88,12,127,0
8,6,2,3.0,61,5,67,0
9,11,1,11.0,110,4,200,0
10,2,0,inf,19,3,113,0
11,26,3,8.666666666666666,262,6,272,0
12,10,4,2.5,103,7,98,0
13,20,5,4.0,204,8,291,0
14,3,3,1.0,32,6,77,0
15,5,0,inf,49,3,139,0
16,3,4,0.75,33,7,68,0
17,14,5,2.8,144,8,163,0
18,3,0,inf,29,3,136,0
19,5,3,1.6666666666666667,52,6,78,0
20,14,3,4.666666666666667,142,6,171,0
21,1,1,1.0,10,4,108,0
22,11,4,2.75,113,7,245,0
23,7,7,1.0,76,10,171,0
24,14,2,7.0,141,5,126,0
25,14,3,4.666666666666667,142,6,115,0
26,9,1,9.0,90,4,181,0
27,2,2,1.0,21,5,129,0
28,1,0,inf,9,3,106,0
29,23,5,4.6,234,8,352,0
30,0,2,0.0,1,5,178,0
31,12,6,2.0,125,9,183,0
32,0,1,0.0,0,4,108,0
33,25,6,4.166666666666667,255,9,241,0
34,7,0,inf,69,3,147,0
35,3,3,1.0,32,6,63,0
36,1,0,inf,9,3,104,0
37,6,0,inf,59,3,139,0
38,3,0,inf,29,3,127,0
39,8,0,inf,79,3,154,0
40,0,2,0.0,1,5,105,0
41,8,3,2.6666666666666665,82,6,98,0
42,13,6,2.1666666666666665,135,9,102,0
43,0,0,0.0,-1,3,101,0
44,19,3,6.333333333333333,192,6,136,0
45,0,1,0.0,0,4,106,0
46,10,4,2.5,103,7,146,0
47,3,1,3.0,30,4,147,0
48,6,1,6.0,60,4,157,0
49,10,1,10.0,100,4,97,0
50,67,2,33.5,671,5,555,0
51,6,2,3.0,61,5,165,0
52,3,2,1.5,31,5,95,0
53,5,3,1.6666666666666667,52,6,69,0
54,2,3,0.6666666666666666,22,6,51,0
