Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,1,0,inf,7,3,111,0
1,18,4,4.5,147,7,275,0
2,10,6,1.6666666666666667,85,9,155,0
3,2,0,inf,15,3,116,0
4,2,5,0.4,20,8,151,0
5,0,0,0.0,-1,3,101,0
6,2,3,0.6666666666666666,18,6,146,0
7,6,6,1.0,53,9,102,0
8,3,2,1.5,25,5,43,0
9,6,5,1.2,52,8,101,0
10,4,0,inf,31,3,33,0
11,2,2,1.0,17,5,29,0
12,7,7,1.0,62,10,145,0
13,2,3,0.6666666666666666,18,6,64,0
14,23,12,1.9166666666666667,195,15,386,0
15,8,6,1.3333333333333333,69,9,168,0
16,0,2,0.0,1,5,111,0
17,14,4,3.5,115,7,244,0
18,7,5,1.4,60,8,202,0
19,4,8,0.5,39,11,87,0
20,6,3,2.0,50,6,161,0
21,19,1,19.0,152,4,313,0
22,5,0,inf,39,3,133,0
23,4,1,4.0,32,4,160,0
24,7,4,1.75,59,7,205,0
25,1,0,inf,7,3,103,0
26,0,2,0.0,1,5,114,0
27,5,3,1.6666666666666667,42,6,160,0
28,2,5,0.4,20,8,72,0
29,0,1,0.0,0,4,106,0
30,2,9,0.2222222222222222,24,12,141,0
31,10,10,1.0,89,13,248,0
32,1,0,inf,7,3,106,0
33,8,6,1.3333333333333333,69,9,159,0
34,14,14,1.0,125,17,267,0
35,5,2,2.5,41,5,68,0
36,8,11,0.7272727272727273,74,14,202,0
37,12,1,12.0,96,4,97,0
38,11,4,2.75,91,7,174,0
39,4,4,1.0,35,7,182,0
40,9,5,1.8,76,8,204,0
41,8,3,2.6666666666666665,66,6,97,0
42,15,4,3.75,123,7,188,0
43,8,0,inf,63,3,178,0
44,6,8,0.75,55,11,107,0
45,4,3,1.3333333333333333,34,6,58,0
46,6,4,1.5,51,7,88,0
47,17,12,1.4166666666666667,147,15,264,0
48,6,4,1.5,51,7,205,0
49,5,6,0.8333333333333334,45,9,128,0
50,8,1,8.0,64,4,191,0
51,39,6,6.5,317,9,458,0
52,8,5,1.6,68,8,214,0
53,0,4,0.0,3,7,46,0
54,6,12,0.5,59,15,150,0
55,9,1,9.0,72,4,227,0
56,9,7,1.2857142857142858,78,10,211,0
57,0,0,0.0,-1,3,101,0
58,0,0,0.0,-1,3,101,0
59,9,4,2.25,75,7,83,0
60,9,4,2.25,75,7,147,0
61,7,1,7.0,56,4,87,0
62,2,10,0.2,25,13,103,0
63,15,6,2.5,125,9,230,0
64,8,0,inf,63,3,190,0
65,6,1,6.0,48,4,95,0
66,7,11,0.6363636363636364,66,14,155,0
67,6,2,3.0,49,5,91,0
68,8,3,2.6666666666666665,66,6,102,0
69,7,4,1.75,59,7,97,0
70,8,4,2.0,67,7,85,0
71,1,5,0.2,12,8,40,0
72,0,1,0.0,0,4,106,0
73,1,0,inf,7,3,107,0
74,3,4,0.75,27,7,157,0
75,27,17,1.588235294117647,232,20,423,0
76,14,10,1.4,121,13,222,0
77,6,3,2.0,50,6,73,0
78,9,3,3.0,74,6,111,0
79,10,8,1.25,87,11,180,0
80,2,1,2.0,16,4,118,0
81,3,1,3.0,24,4,146,0
82,0,3,0.0,2,6,38,0
83,20,2,10.0,161,5,303,0
