Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,1,2,0.5,8,5,17,0
1,0,1,0.0,0,4,104,0
2,4,6,0.6666666666666666,33,9,110,0
3,2379,1,2379.0,16653,4,22865,0
4,7,3,2.3333333333333335,51,6,202,0
5,6,1,6.0,42,4,140,0
6,116,5,23.2,816,8,1179,0
7,32,4,8.0,227,7,372,0
8,1,1,1.0,7,4,118,0
9,6,0,inf,41,3,156,0
10,7,1,7.0,49,4,174,0
11,1,0,inf,6,3,107,0
12,2,1,2.0,14,4,122,0
13,5,2,2.5,36,5,73,0
14,0,0,0.0,-1,3,101,0
15,15,3,5.0,107,6,192,0
16,28,9,3.111111111111111,204,12,403,0
17,244,1,244.0,1708,4,2398,0
18,10,5,2.0,74,8,198,0
19,4,0,inf,27,3,129,0
20,46,8,5.75,329,11,545,0
21,22,2,11.0,155,5,241,0
22,0,8,0.0,7,11,105,0
23,0,1,0.0,0,4,105,0
24,3788,1,3788.0,26516,4,37854,0
25,37,5,7.4,263,8,495,0
26,18,1,18.0,126,4,290,0
27,11,0,inf,76,3,207,0
28,4,2,2.0,29,5,156,0
29,1,0,inf,6,3,119,0
30,5,4,1.25,38,7,78,0
31,6,6,1.0,47,9,91,0
32,3,5,0.6,25,8,187,0
33,8,5,1.6,60,8,140,0
34,4,2,2.0,29,5,149,0
35,0,1,0.0,0,4,103,0
36,1,4,0.25,10,7,55,0
37,9,3,3.0,65,6,134,0
38,9,8,1.125,70,11,147,0
39,15,0,inf,104,3,232,0
40,7,0,inf,48,3,162,0
41,1,0,inf,6,3,107,0
42,12,3,4.0,86,6,160,0
43,9,2,4.5,64,5,208,0
44,42,10,4.2,303,13,455,0
45,0,2,0.0,1,5,113,0
46,23,7,3.2857142857142856,167,10,298,0
47,2,0,inf,13,3,119,0
48,1,3,0.3333333333333333,9,6,132,0
49,1,0,inf,6,3,110,0
50,62,2,31.0,435,5,733,0
51,21,3,7.0,149,6,263,0
52,15,1,15.0,105,4,261,0
53,10,1,10.0,70,4,213,0
54,16,8,2.0,119,11,223,0
55,12,2,6.0,85,5,191,0
56,23,3,7.666666666666667,163,6,234,0
57,1,6,0.16666666666666666,12,9,77,0
58,151,3,50.333333333333336,1059,6,1644,0
59,38,3,12.666666666666666,268,6,491,0
60,9559,0,inf,66912,3,91345,0
61,22,1,22.0,154,4,306,0
62,5,1,5.0,35,4,142,0
63,10,4,2.5,73,7,243,0
64,17,7,2.4285714285714284,125,10,232,0
65,3,2,1.5,22,5,158,0
66,0,0,0.0,-1,3,101,0
67,19,9,2.111111111111111,141,12,335,0
68,2,5,0.4,18,8,153,0
69,7,2,3.5,50,5,174,0
70,7,1,7.0,49,4,181,0
71,12,0,inf,83,3,216,0
72,7,3,2.3333333333333335,51,6,102,0
73,62,0,inf,433,3,745,0
74,4,2,2.0,29,5,53,0
75,11,2,5.5,78,5,144,0
76,12,9,1.3333333333333333,92,12,247,0
77,40,4,10.0,283,7,405,0
78,4,2,2.0,29,5,61,0
79,0,4,0.0,3,7,46,0
80,13,3,4.333333333333333,93,6,161,0
81,25,4,6.25,178,7,256,0
82,4,3,1.3333333333333333,30,6,33,0
83,0,0,0.0,-1,3,101,0
84,5,1,5.0,35,4,161,0
85,1,0,inf,6,3,108,0
86,5,0,inf,34,3,129,0
87,9,4,2.25,66,7,230,0
88,26,5,5.2,186,8,358,0
89,30,1,30.0,210,4,424,0
90,13,2,6.5,92,5,186,0
91,24,4,6.0,171,7,380,0
92,10,4,2.5,73,7,134,0
93,23,8,2.875,168,11,294,0
94,7,0,inf,48,3,155,0
95,11,2,5.5,78,5,217,0
96,5,4,1.25,38,7,95,0
97,3,2,1.5,22,5,145,0
98,3,3,1.0,23,6,66,0
99,6,4,1.5,45,7,117,0
100,14,1,14.0,98,4,209,0
101,6,0,inf,41,3,157,0
102,62,2,31.0,435,5,776,0
103,0,8,0.0,7,11,68,0
104,3,2,1.5,22,5,35,0
105,0,0,0.0,-1,3,101,0
106,5,2,2.5,36,5,72,0
107,95,2,47.5,666,5,1116,0
108,18,5,3.6,130,8,205,0
109,45,4,11.25,318,7,513,0
110,5,1,5.0,35,4,145,0
111,6,0,inf,41,3,142,0
112,2,2,1.0,15,5,132,0
113,1,2,0.5,8,5,140,0
114,4,6,0.6666666666666666,33,9,100,0
115,1,11,0.09090909090909091,17,14,144,0
116,16,5,3.2,116,8,173,0
117,14,3,4.666666666666667,100,6,179,0
118,3,2,1.5,22,5,132,0
119,9,2,4.5,64,5,95,0
120,1,5,0.2,11,8,166,0
121,10,3,3.3333333333333335,72,6,248,0
122,3,3,1.0,23,6,171,0
123,12,8,1.5,91,11,225,0
124,2,1,2.0,14,4,123,0
125,10,6,1.6666666666666667,75,9,120,0
126,67,1,67.0,469,4,717,0
127,32,3,10.666666666666666,226,6,357,0
128,3,1,3.0,21,4,118,0
129,20,11,1.8181818181818181,150,14,401,0
130,2,3,0.6666666666666666,16,6,52,0
131,3,2,1.5,22,5,132,0
132,16,12,1.3333333333333333,123,15,260,0
133,60,4,15.0,423,7,583,0
134,17,10,1.7,128,13,231,0
135,5,4,1.25,38,7,84,0
136,4,0,inf,27,3,132,0
137,20,3,6.666666666666667,142,6,322,0
138,36,3,12.0,254,6,484,0
139,5,3,1.6666666666666667,37,6,96,0
140,24,1,24.0,168,4,342,0
141,27,3,9.0,191,6,282,0
142,28,6,4.666666666666667,201,9,443,0
143,3,4,0.75,24,7,180,0
144,9,11,0.8181818181818182,73,14,262,0
145,7,1,7.0,49,4,84,0
146,26,2,13.0,183,5,283,0
147,7,1,7.0,49,4,149,0
148,2,3,0.6666666666666666,16,6,129,0
149,12,7,1.7142857142857142,90,10,221,0
150,2,4,0.5,17,7,154,0
151,0,0,0.0,-1,3,101,0
152,2,1,2.0,14,4,124,0
153,16,9,1.7777777777777777,120,12,222,0
154,30,6,5.0,215,9,323,0
155,20,0,inf,139,3,239,0
156,3,1,3.0,21,4,128,0
157,3,1,3.0,21,4,141,0
158,9,3,3.0,65,6,196,0
159,3,3,1.0,23,6,52,0
160,11,4,2.75,80,7,241,0
161,12,3,4.0,86,6,216,0
162,2,3,0.6666666666666666,16,6,50,0
163,26,5,5.2,186,8,356,0
164,4,1,4.0,28,4,141,0
165,3,0,inf,20,3,21,0
166,3,2,1.5,22,5,59,0
167,3,5,0.6,25,8,67,0
168,8,2,4.0,57,5,99,0
169,6,0,inf,41,3,148,0
170,1896,0,inf,13271,3,17853,0
171,5,4,1.25,38,7,96,0
172,1,2,0.5,8,5,118,0
173,4,2,2.0,29,5,154,0
174,15,7,2.142857142857143,111,10,256,0
175,14,1,14.0,98,4,124,0
176,2,1,2.0,14,4,122,0
177,35,2,17.5,246,5,358,0
178,4,3,1.3333333333333333,30,6,85,0
179,14,2,7.0,99,5,228,0
180,4,2,2.0,29,5,92,0
181,17,2,8.5,120,5,138,0
182,11,5,2.2,81,8,100,0
183,0,0,0.0,-1,3,101,0
184,12,3,4.0,86,6,184,0
185,25,2,12.5,176,5,340,0
186,19,2,9.5,134,5,321,0
187,9,0,inf,62,3,179,0
188,4,2,2.0,29,5,140,0
189,20,1,20.0,140,4,346,0
190,10,4,2.5,73,7,275,0
191,5,2,2.5,36,5,88,0
192,12,2,6.0,85,5,112,0
193,20,1,20.0,140,4,191,0
194,0,0,0.0,-1,3,101,0
195,31,3,10.333333333333334,219,6,354,0
196,5,4,1.25,38,7,72,0
197,15,5,3.0,109,8,238,0
198,10,2,5.0,71,5,187,0
199,3,4,0.75,24,7,63,0
200,6,3,2.0,44,6,99,0
201,16,0,inf,111,3,236,0
202,2,0,inf,13,3,113,0
203,3,0,inf,20,3,141,0
204,5,3,1.6666666666666667,37,6,82,0
205,5,11,0.45454545454545453,45,14,186,0
206,15,2,7.5,106,5,227,0
207,1,1,1.0,7,4,120,0
208,16,14,1.1428571428571428,125,17,302,0
209,13,4,3.25,94,7,130,0
210,22,5,4.4,158,8,275,0
211,3,2,1.5,22,5,153,0
212,8,5,1.6,60,8,129,0
213,3,1,3.0,21,4,34,0
214,11,4,2.75,80,7,176,0
215,31,3,10.333333333333334,219,6,360,0
216,2,0,inf,13,3,29,0
217,6,2,3.0,43,5,97,0
218,22,7,3.142857142857143,160,10,270,0
219,4,1,4.0,28,4,124,0
220,21,7,3.0,153,10,238,0
221,6,1,6.0,42,4,160,0
222,0,0,0.0,-1,3,101,0
223,6,0,inf,41,3,163,0
224,50,5,10.0,354,8,497,0
225,1,0,inf,6,3,113,0
226,7,2,3.5,50,5,189,0
227,3,0,inf,20,3,123,0
228,4,2,2.0,29,5,137,0
229,10,5,2.0,74,8,178,0
230,8,3,2.6666666666666665,58,6,202,0
231,46,0,inf,321,3,524,0
232,11,7,1.5714285714285714,83,10,298,0
233,33,0,inf,230,3,440,0
234,12,2,6.0,85,5,128,0
235,5,2,2.5,36,5,72,0
236,12,14,0.8571428571428571,97,17,213,0
237,19,3,6.333333333333333,135,6,244,0
238,1,2,0.5,8,5,57,0
239,1,2,0.5,8,5,29,0
240,14,6,2.3333333333333335,103,9,186,0
241,0,2,0.0,1,5,111,0
242,19,10,1.9,142,13,272,0
243,2,2,1.0,15,5,29,0
244,40,4,10.0,283,7,516,0
245,27,3,9.0,191,6,435,0
246,21,1,21.0,147,4,274,0
247,2,0,inf,13,3,110,0
248,1,1,1.0,7,4,13,0
249,8,5,1.6,60,8,149,0
250,7,1,7.0,49,4,173,0
251,8,2,4.0,57,5,181,0
252,9,3,3.0,65,6,108,0
253,7,2,3.5,50,5,199,0
254,7,4,1.75,52,7,184,0
255,2,0,inf,13,3,110,0
256,81,4,20.25,570,7,966,0
257,6,5,1.2,46,8,166,0
258,1,0,inf,6,3,106,0
259,11,3,3.6666666666666665,79,6,182,0
260,9,5,1.8,67,8,190,0
261,16065,0,inf,112454,3,152557,0
262,5,0,inf,34,3,143,0
263,3,2,1.5,22,5,66,0
264,7,2,3.5,50,5,67,0
265,3,1,3.0,21,4,127,0
266,3,0,inf,20,3,126,0
267,0,1,0.0,0,4,105,0
268,5,3,1.6666666666666667,37,6,90,0
269,32,3,10.666666666666666,226,6,421,0
270,0,0,0.0,-1,3,101,0
271,9,4,2.25,66,7,118,0
272,17,2,8.5,120,5,279,0
273,12,0,inf,83,3,208,0
274,10,4,2.5,73,7,145,0
275,6,4,1.5,45,7,198,0
276,3,1,3.0,21,4,130,0
277,4,2,2.0,29,5,57,0
278,17,6,2.8333333333333335,124,9,231,0
279,22,1,22.0,154,4,332,0
280,12,11,1.0909090909090908,94,14,283,0
281,2,0,inf,13,3,118,0
282,11,7,1.5714285714285714,83,10,164,0
283,14,2,7.0,99,5,279,0
284,4,0,inf,27,3,127,0
285,34,8,4.25,245,11,392,0
286,9,8,1.125,70,11,219,0
287,9,2,4.5,64,5,82,0
288,12,2,6.0,85,5,130,0
289,6,8,0.75,49,11,154,0
290,10,9,1.1111111111111112,78,12,164,0
291,9,3,3.0,65,6,123,0
292,4,5,0.8,32,8,62,0
293,17,7,2.4285714285714284,125,10,327,0
294,39,2,19.5,274,5,414,0
295,5,5,1.0,39,8,174,0
296,1,1,1.0,7,4,119,0
297,2,2,1.0,15,5,21,0
298,2,0,inf,13,3,110,0
299,5,4,1.25,38,7,205,0
