Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,26,4,6.5,133,7,207,0
1,5,1,5.0,25,4,49,0
2,22,2,11.0,111,5,177,0
3,43,4,10.75,218,7,341,0
4,48,5,9.6,244,8,393,0
5,72,4,18.0,363,7,594,0
6,93,8,11.625,472,11,659,0
7,7,1,7.0,35,4,60,0
8,17,2,8.5,86,5,135,0
9,86,3,28.666666666666668,432,6,674,0
10,9,0,inf,44,3,60,0
11,50,2,25.0,251,5,386,0
12,26,2,13.0,131,5,201,0
13,44,4,11.0,223,7,377,0
14,19,2,9.5,96,5,176,0
15,73,8,9.125,372,11,559,0
16,74,4,18.5,373,7,594,0
17,78,3,26.0,392,6,629,0
18,20,4,5.0,103,7,143,0
19,38,9,4.222222222222222,198,12,360,0
20,21,2,10.5,106,5,183,0
21,7,0,inf,34,3,63,0
22,45,4,11.25,228,7,320,0
23,18,2,9.0,91,5,143,0
24,104,3,34.666666666666664,522,6,764,0
25,37,1,37.0,185,4,264,0
26,62,3,20.666666666666668,312,6,525,0
27,21,3,7.0,107,6,171,0
28,28,8,3.5,147,11,240,0
29,32,4,8.0,163,7,298,0
30,55,4,13.75,278,7,407,0
31,43,3,14.333333333333334,217,6,348,0
32,4,1,4.0,20,4,35,0
33,9,2,4.5,46,5,113,0
34,47,2,23.5,236,5,325,0
35,31,3,10.333333333333334,157,6,257,0
36,64,3,21.333333333333332,322,6,470,0
37,47,4,11.75,238,7,343,0
38,42,4,10.5,213,7,330,0
39,21,2,10.5,106,5,205,0
40,19,2,9.5,96,5,142,0
41,6,1,6.0,30,4,55,0
42,23,2,11.5,116,5,209,0
43,47,3,15.666666666666666,237,6,367,0
44,28,4,7.0,143,7,219,0
45,22,3,7.333333333333333,112,6,148,0
46,33,1,33.0,165,4,258,0
47,15,2,7.5,76,5,111,0
48,38,3,12.666666666666666,192,6,327,0
49,8,2,4.0,41,5,77,0
50,43,3,14.333333333333334,217,6,339,0
51,59,8,7.375,302,11,464,0
52,32,2,16.0,161,5,236,0
53,17,3,5.666666666666667,87,6,127,0
54,35,4,8.75,178,7,233,0
55,31,2,15.5,156,5,253,0
56,99,2,49.5,496,5,694,0
57,47,6,7.833333333333333,240,9,398,0
58,36,5,7.2,184,8,310,0
59,30,4,7.5,153,7,279,0
60,26,6,4.333333333333333,135,9,195,0
61,81,7,11.571428571428571,411,10,515,0
62,12,2,6.0,61,5,103,0
63,31,6,5.166666666666667,160,9,236,0
64,45,6,7.5,230,9,350,0
65,67,4,16.75,338,7,522,0
66,16,1,16.0,80,4,107,0
67,37,3,12.333333333333334,187,6,284,0
68,21,3,7.0,107,6,147,0
69,58,3,19.333333333333332,292,6,423,0
70,17,2,8.5,86,5,120,0
71,73,4,18.25,368,7,525,0
72,64,7,9.142857142857142,326,10,521,0
73,24,3,8.0,122,6,224,0
74,8,2,4.0,41,5,73,0
75,86,11,7.818181818181818,440,14,673,0
76,41,5,8.2,209,8,348,0
77,112,4,28.0,563,7,848,0
78,28,1,28.0,140,4,219,0
79,31,6,5.166666666666667,160,9,275,0
80,25,2,12.5,126,5,182,0
81,49,2,24.5,246,5,383,0
82,100,4,25.0,503,7,781,0
83,24,4,6.0,123,7,231,0
84,42,4,10.5,213,7,326,0
