Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,54,6,9.0,437,9,436,0
1,24,2,12.0,193,5,187,0
2,34,2,17.0,273,5,238,0
3,31,2,15.5,249,5,222,0
4,26,2,13.0,209,5,203,0
5,6,2,3.0,49,5,45,0
6,42,4,10.5,339,7,359,0
7,2,0,inf,15,3,44,0
8,26,2,13.0,209,5,194,0
9,26,2,13.0,209,5,177,0
10,1,0,inf,7,3,9,0
11,36,3,12.0,290,6,276,0
12,28,5,5.6,228,8,212,0
13,34,5,6.8,276,8,298,0
14,23,1,23.0,184,4,189,0
15,29,2,14.5,233,5,229,0
16,4,2,2.0,33,5,49,0
17,25,6,4.166666666666667,205,9,200,0
18,5,3,1.6666666666666667,42,6,55,0
19,41,2,20.5,329,5,271,0
20,49,5,9.8,396,8,372,0
21,24,3,8.0,194,6,167,0
22,49,2,24.5,393,5,392,0
23,5,0,inf,39,3,85,0
24,11,2,5.5,89,5,94,0
25,23,2,11.5,185,5,149,0
26,18,5,3.6,148,8,168,0
27,18,2,9.0,145,5,143,0
28,45,1,45.0,360,4,318,0
29,9,3,3.0,74,6,95,0
30,24,2,12.0,193,5,159,0
31,56,4,14.0,451,7,418,0
32,59,0,inf,471,3,484,0
33,80,2,40.0,641,5,603,0
34,54,2,27.0,433,5,351,0
35,68,7,9.714285714285714,550,10,533,0
36,42,4,10.5,339,7,360,0
37,9,3,3.0,74,6,88,0
38,49,2,24.5,393,5,351,0
39,19,2,9.5,153,5,149,0
40,24,3,8.0,194,6,205,0
41,37,4,9.25,299,7,296,0
42,51,4,12.75,411,7,424,0
43,25,2,12.5,201,5,189,0
44,73,2,36.5,585,5,479,0
45,32,2,16.0,257,5,213,0
46,12,3,4.0,98,6,109,0
47,15,4,3.75,123,7,119,0
48,53,3,17.666666666666668,426,6,415,0
49,61,6,10.166666666666666,493,9,503,0
50,28,4,7.0,227,7,244,0
51,34,7,4.857142857142857,278,10,246,0
52,48,3,16.0,386,6,363,0
53,5,1,5.0,40,4,39,0
54,10,5,2.0,84,8,78,0
55,53,2,26.5,425,5,454,0
56,43,4,10.75,347,7,338,0
57,27,4,6.75,219,7,236,0
58,20,6,3.3333333333333335,165,9,206,0
59,45,2,22.5,361,5,264,0
60,22,4,5.5,179,7,172,0
61,19,2,9.5,153,5,177,0
62,24,1,24.0,192,4,194,0
63,15,2,7.5,121,5,110,0
64,52,7,7.428571428571429,422,10,382,0
65,18,4,4.5,147,7,158,0
66,22,3,7.333333333333333,178,6,206,0
67,52,4,13.0,419,7,420,0
68,16,2,8.0,129,5,101,0
69,10,3,3.3333333333333335,82,6,87,0
70,8,2,4.0,65,5,74,0
71,24,2,12.0,193,5,176,0
72,31,2,15.5,249,5,227,0
73,28,5,5.6,228,8,227,0
74,31,6,5.166666666666667,253,9,278,0
75,47,8,5.875,383,11,353,0
76,18,3,6.0,146,6,117,0
77,64,2,32.0,513,5,458,0
78,27,3,9.0,218,6,184,0
79,68,3,22.666666666666668,546,6,507,0
80,29,3,9.666666666666666,234,6,237,0
81,27,3,9.0,218,6,206,0
82,38,4,9.5,307,7,301,0
83,40,3,13.333333333333334,322,6,323,0
84,52,3,17.333333333333332,418,6,451,0
85,51,2,25.5,409,5,369,0
86,21,2,10.5,169,5,182,0
87,50,5,10.0,404,8,381,0
88,19,2,9.5,153,5,143,0
89,50,6,8.333333333333334,405,9,355,0
90,30,4,7.5,243,7,224,0
91,33,4,8.25,267,7,198,0
92,23,4,5.75,187,7,242,0
93,10,2,5.0,81,5,79,0
94,31,2,15.5,249,5,223,0
95,119,2,59.5,953,5,905,0
96,43,5,8.6,348,8,319,0
97,16,3,5.333333333333333,130,6,130,0
98,63,8,7.875,511,11,485,0
99,12,2,6.0,97,5,76,0
100,29,6,4.833333333333333,237,9,245,0
101,36,2,18.0,289,5,326,0
102,45,2,22.5,361,5,290,0
103,45,4,11.25,363,7,418,0
104,6,2,3.0,49,5,72,0
105,17,1,17.0,136,4,158,0
106,21,5,4.2,172,8,189,0
107,17,5,3.4,140,8,145,0
108,25,4,6.25,203,7,193,0
109,46,5,9.2,372,8,325,0
110,28,2,14.0,225,5,200,0
111,51,2,25.5,409,5,399,0
112,13,2,6.5,105,5,111,0
113,14,4,3.5,115,7,128,0
114,30,4,7.5,243,7,208,0
115,79,4,19.75,635,7,657,0
116,16,5,3.2,132,8,140,0
117,27,4,6.75,219,7,223,0
118,52,6,8.666666666666666,421,9,372,0
119,44,2,22.0,353,5,345,0
120,52,3,17.333333333333332,418,6,411,0
121,13,2,6.5,105,5,104,0
122,58,4,14.5,467,7,410,0
