Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,17,7,2.4285714285714284,91,10,186,0
1,4,4,1.0,24,7,176,1
2,1,0,inf,5,3,108,1
3,12,9,1.3333333333333333,68,12,197,0
4,3,2,1.5,16,5,24,0
5,11,8,1.375,62,11,187,0
6,0,0,0.0,0,3,101,1
7,11,5,2.2,59,8,109,0
8,3,3,1.0,17,6,74,0
9,1,11,0.09090909090909091,15,14,83,0
10,2,5,0.4,15,8,155,1
11,3,3,1.0,17,6,35,0
12,4,0,inf,20,3,123,1
13,8,0,inf,39,3,66,0
14,4,7,0.5714285714285714,26,10,111,0
15,3,3,1.0,17,6,38,0
16,7,5,1.4,39,8,74,0
17,1,2,0.5,7,5,115,1
18,17,5,3.4,89,8,214,0
19,3,3,1.0,17,6,52,0
20,2,4,0.5,13,7,52,0
21,7,11,0.6363636363636364,45,14,141,0
22,12,9,1.3333333333333333,68,12,178,0
23,6,3,2.0,32,6,82,0
24,1,2,0.5,6,5,27,0
25,1,7,0.14285714285714285,11,10,75,0
26,25,12,2.0833333333333335,136,15,302,0
27,4,17,0.23529411764705882,36,20,183,0
28,5,0,inf,24,3,63,0
29,6,5,1.2,34,8,79,0
30,4,4,1.0,23,7,94,0
31,4,5,0.8,25,8,162,1
32,4,7,0.5714285714285714,26,10,76,0
33,4,17,0.23529411764705882,36,20,201,0
34,2,7,0.2857142857142857,16,10,68,0
35,10,9,1.1111111111111112,58,12,150,0
36,1,3,0.3333333333333333,8,6,130,1
37,3,13,0.23076923076923078,27,16,166,0
38,13,10,1.3,74,13,216,0
39,2,1,2.0,11,4,126,1
40,4,1,4.0,21,4,147,1
41,5,3,1.6666666666666667,28,6,145,1
42,3,5,0.6,19,8,63,0
43,15,9,1.6666666666666667,83,12,196,0
44,4,10,0.4,29,13,106,0
45,11,10,1.1,64,13,207,0
46,7,4,1.75,38,7,65,0
47,1,4,0.25,9,7,129,1
48,4,4,1.0,24,7,145,1
49,2,10,0.2,19,13,91,0
50,3,0,inf,15,3,133,1
51,0,0,0.0,0,3,101,1
52,4,5,0.8,24,8,79,0
53,2,8,0.25,17,11,85,0
54,2,16,0.125,25,19,197,0
55,4,5,0.8,24,8,64,0
56,1,1,1.0,6,4,117,1
57,3,5,0.6,20,8,165,1
58,0,3,0.0,3,6,129,1
59,0,1,0.0,1,4,104,1
60,2,2,1.0,11,5,20,0
61,5,10,0.5,34,13,87,0
62,9,5,1.8,49,8,93,0
63,9,2,4.5,46,5,92,0
64,4,6,0.6666666666666666,25,9,67,0
65,2,7,0.2857142857142857,16,10,82,0
66,5,3,1.6666666666666667,27,6,55,0
67,0,3,0.0,2,6,12,0
68,7,8,0.875,42,11,118,0
69,2,4,0.5,13,7,48,0
70,17,15,1.1333333333333333,99,18,275,0
71,6,0,inf,30,3,139,1
72,9,2,4.5,46,5,110,0
73,3,9,0.3333333333333333,23,12,91,0
74,4,9,0.4444444444444444,28,12,104,0
75,18,0,inf,90,3,250,1
76,2,2,1.0,11,5,41,0
77,8,12,0.6666666666666666,51,15,131,0
78,7,2,3.5,36,5,96,0
79,6,1,6.0,31,4,155,1
80,9,7,1.2857142857142858,52,10,251,1
81,2,8,0.25,17,11,112,0
82,3,5,0.6,20,8,177,1
83,10,6,1.6666666666666667,55,9,95,0
84,3,1,3.0,16,4,128,1
85,6,1,6.0,31,4,145,1
86,3,5,0.6,19,8,69,0
87,2,4,0.5,13,7,60,0
88,0,0,0.0,0,3,101,1
89,7,6,1.1666666666666667,40,9,97,0
90,2,1,2.0,11,4,116,1
91,9,6,1.5,51,9,254,1
92,20,4,5.0,104,7,337,1
93,4,4,1.0,23,7,92,0
94,4,0,inf,20,3,125,1
95,3,3,1.0,17,6,45,0
96,1,9,0.1111111111111111,14,12,199,1
97,13,3,4.333333333333333,67,6,163,0
98,5,2,2.5,26,5,39,0
99,1,14,0.07142857142857142,18,17,114,0
